date,service,ridership
2021-10-30,komuter_utara,4330
2021-10-31,komuter_utara,4623
2021-11-01,komuter_utara,4396
2021-11-02,komuter_utara,4333
2021-11-03,komuter_utara,5642
2021-11-04,komuter_utara,6109
2021-11-05,komuter_utara,5860
2021-11-06,komuter_utara,5806
2021-11-07,komuter_utara,6971
2021-11-08,komuter_utara,5438
2021-11-09,komuter_utara,4662
2021-11-10,komuter_utara,4581
2021-11-11,komuter_utara,4783
2021-11-12,komuter_utara,5858
2021-11-13,komuter_utara,5485
2021-11-14,komuter_utara,5746
2021-11-15,komuter_utara,5078
2021-11-16,komuter_utara,4405
2021-11-17,komuter_utara,4560
2021-11-18,komuter_utara,4902
2021-11-19,komuter_utara,6070
2021-11-20,komuter_utara,5543
2021-11-21,komuter_utara,5961
2021-11-22,komuter_utara,4964
2021-11-23,komuter_utara,4341
2021-11-24,komuter_utara,4479
2021-11-25,komuter_utara,4931
2021-11-26,komuter_utara,6098
2021-11-27,komuter_utara,5783
2021-11-28,komuter_utara,6004
2021-11-29,komuter_utara,5060
2021-11-30,komuter_utara,4591
2021-12-01,komuter_utara,4619
2021-12-02,komuter_utara,5326
2021-12-03,komuter_utara,6733
2021-12-04,komuter_utara,6541
2021-12-05,komuter_utara,6723
2021-12-06,komuter_utara,5626
2021-12-07,komuter_utara,4910
2021-12-08,komuter_utara,5109
2021-12-09,komuter_utara,5713
2021-12-10,komuter_utara,6714
2021-12-11,komuter_utara,6668
2021-12-12,komuter_utara,7592
2021-12-13,komuter_utara,6076
2021-12-14,komuter_utara,5516
2021-12-15,komuter_utara,5909
2021-12-16,komuter_utara,6584
2021-12-17,komuter_utara,6846
2021-12-18,komuter_utara,7027
2021-12-19,komuter_utara,7298
2021-12-20,komuter_utara,7194
2021-12-21,komuter_utara,6629
2021-12-22,komuter_utara,6997
2021-12-23,komuter_utara,7647
2021-12-24,komuter_utara,8134
2021-12-25,komuter_utara,7531
2021-12-26,komuter_utara,8007
2021-12-27,komuter_utara,7406
2021-12-28,komuter_utara,6328
2021-12-29,komuter_utara,6503
2021-12-30,komuter_utara,7326
2021-12-31,komuter_utara,8740
2022-01-01,komuter_utara,7744
2022-01-02,komuter_utara,7946
2022-01-03,komuter_utara,6942
2022-01-04,komuter_utara,5767
2022-01-05,komuter_utara,5427
2022-01-06,komuter_utara,6094
2022-01-07,komuter_utara,6852
2022-01-08,komuter_utara,6212
2022-01-09,komuter_utara,6309
2022-01-10,komuter_utara,5251
2022-01-11,komuter_utara,4745
2022-01-12,komuter_utara,4600
2022-01-13,komuter_utara,4990
2022-01-14,komuter_utara,5715
2022-01-15,komuter_utara,5709
2022-01-16,komuter_utara,6241
2022-01-17,komuter_utara,5426
2022-01-18,komuter_utara,4944
2022-01-19,komuter_utara,4907
2022-01-20,komuter_utara,5020
2022-01-21,komuter_utara,5788
2022-01-22,komuter_utara,5257
2022-01-23,komuter_utara,5952
2022-01-24,komuter_utara,5137
2022-01-25,komuter_utara,4717
2022-01-26,komuter_utara,4652
2022-01-27,komuter_utara,5281
2022-01-28,komuter_utara,6871
2022-01-29,komuter_utara,6872
2022-01-30,komuter_utara,7248
2022-01-31,komuter_utara,7906
2022-02-01,komuter_utara,7581
2022-02-02,komuter_utara,8086
2022-02-03,komuter_utara,7146
2022-02-04,komuter_utara,6578
2022-02-05,komuter_utara,6107
2022-02-06,komuter_utara,6338
2022-02-07,komuter_utara,5313
2022-02-08,komuter_utara,4916
2022-02-09,komuter_utara,4527
2022-02-10,komuter_utara,4684
2022-02-11,komuter_utara,5416
2022-02-12,komuter_utara,4984
2022-02-13,komuter_utara,5426
2022-02-14,komuter_utara,4938
2022-02-15,komuter_utara,4123
2022-02-16,komuter_utara,4238
2022-02-17,komuter_utara,4514
2022-02-18,komuter_utara,5159
2022-02-19,komuter_utara,4588
2022-02-20,komuter_utara,4868
2022-02-21,komuter_utara,4722
2022-02-22,komuter_utara,4002
2022-02-23,komuter_utara,4131
2022-02-24,komuter_utara,4258
2022-02-25,komuter_utara,4871
2022-02-26,komuter_utara,4343
2022-02-27,komuter_utara,4807
2022-02-28,komuter_utara,4771
2022-03-01,komuter_utara,3925
2022-03-02,komuter_utara,4141
2022-03-03,komuter_utara,4485
2022-03-04,komuter_utara,5406
2022-03-05,komuter_utara,4722
2022-03-06,komuter_utara,5286
2022-03-07,komuter_utara,4967
2022-03-08,komuter_utara,4517
2022-03-09,komuter_utara,4646
2022-03-10,komuter_utara,5001
2022-03-11,komuter_utara,5530
2022-03-12,komuter_utara,4950
2022-03-13,komuter_utara,5911
2022-03-14,komuter_utara,5210
2022-03-15,komuter_utara,4808
2022-03-16,komuter_utara,4874
2022-03-17,komuter_utara,5144
2022-03-18,komuter_utara,5977
2022-03-19,komuter_utara,5672
2022-03-20,komuter_utara,6254
2022-03-21,komuter_utara,4868
2022-03-22,komuter_utara,4513
2022-03-23,komuter_utara,4601
2022-03-24,komuter_utara,5416
2022-03-25,komuter_utara,6854
2022-03-26,komuter_utara,6588
2022-03-27,komuter_utara,6953
2022-03-28,komuter_utara,5375
2022-03-29,komuter_utara,5306
2022-03-30,komuter_utara,5550
2022-03-31,komuter_utara,7215
2022-04-01,komuter_utara,8959
2022-04-02,komuter_utara,7978
2022-04-03,komuter_utara,5661
2022-04-04,komuter_utara,5823
2022-04-05,komuter_utara,4635
2022-04-06,komuter_utara,4680
2022-04-07,komuter_utara,5218
2022-04-08,komuter_utara,7074
2022-04-09,komuter_utara,5386
2022-04-10,komuter_utara,6757
2022-04-11,komuter_utara,5403
2022-04-12,komuter_utara,4374
2022-04-13,komuter_utara,4679
2022-04-14,komuter_utara,6083
2022-04-15,komuter_utara,7218
2022-04-16,komuter_utara,6149
2022-04-17,komuter_utara,6751
2022-04-18,komuter_utara,5487
2022-04-19,komuter_utara,4863
2022-04-20,komuter_utara,4958
2022-04-21,komuter_utara,5712
2022-04-22,komuter_utara,7034
2022-04-23,komuter_utara,6179
2022-04-24,komuter_utara,6516
2022-04-25,komuter_utara,5738
2022-04-26,komuter_utara,5297
2022-04-27,komuter_utara,6072
2022-04-28,komuter_utara,8165
2022-04-29,komuter_utara,9431
2022-04-30,komuter_utara,7854
2022-05-01,komuter_utara,6904
2022-05-02,komuter_utara,4550
2022-05-03,komuter_utara,5990
2022-05-04,komuter_utara,9143
2022-05-05,komuter_utara,9646
2022-05-06,komuter_utara,9379
2022-05-07,komuter_utara,9897
2022-05-08,komuter_utara,11373
2022-05-09,komuter_utara,6805
2022-05-10,komuter_utara,6074
2022-05-11,komuter_utara,6055
2022-05-12,komuter_utara,7787
2022-05-13,komuter_utara,10933
2022-05-14,komuter_utara,10595
2022-05-15,komuter_utara,11324
2022-05-16,komuter_utara,9461
2022-05-17,komuter_utara,8108
2022-05-18,komuter_utara,5954
2022-05-19,komuter_utara,7608
2022-05-20,komuter_utara,8987
2022-05-21,komuter_utara,9077
2022-05-22,komuter_utara,9041
2022-05-23,komuter_utara,6452
2022-05-24,komuter_utara,5606
2022-05-25,komuter_utara,5959
2022-05-26,komuter_utara,7736
2022-05-27,komuter_utara,10107
2022-05-28,komuter_utara,9015
2022-05-29,komuter_utara,9394
2022-05-30,komuter_utara,6909
2022-05-31,komuter_utara,6069
2022-06-01,komuter_utara,6158
2022-06-02,komuter_utara,8526
2022-06-03,komuter_utara,11766
2022-06-04,komuter_utara,11518
2022-06-05,komuter_utara,11493
2022-06-06,komuter_utara,13928
2022-06-07,komuter_utara,10122
2022-06-08,komuter_utara,8847
2022-06-09,komuter_utara,10076
2022-06-10,komuter_utara,10852
2022-06-11,komuter_utara,10254
2022-06-12,komuter_utara,9900
2022-06-13,komuter_utara,7135
2022-06-14,komuter_utara,6076
2022-06-15,komuter_utara,6354
2022-06-16,komuter_utara,8485
2022-06-17,komuter_utara,10030
2022-06-18,komuter_utara,9167
2022-06-19,komuter_utara,11355
2022-06-20,komuter_utara,7926
2022-06-21,komuter_utara,6527
2022-06-22,komuter_utara,6251
2022-06-23,komuter_utara,7881
2022-06-24,komuter_utara,9482
2022-06-25,komuter_utara,9101
2022-06-26,komuter_utara,9453
2022-06-27,komuter_utara,7354
2022-06-28,komuter_utara,6833
2022-06-29,komuter_utara,6807
2022-06-30,komuter_utara,7334
2022-07-01,komuter_utara,9424
2022-07-02,komuter_utara,9751
2022-07-03,komuter_utara,10476
2022-07-04,komuter_utara,7538
2022-07-05,komuter_utara,6777
2022-07-06,komuter_utara,8466
2022-07-07,komuter_utara,10870
2022-07-08,komuter_utara,13003
2022-07-09,komuter_utara,10149
2022-07-10,komuter_utara,6150
2022-07-11,komuter_utara,11220
2022-07-12,komuter_utara,11048
2022-07-13,komuter_utara,8664
2022-07-14,komuter_utara,7877
2022-07-15,komuter_utara,9121
2022-07-16,komuter_utara,8607
2022-07-17,komuter_utara,8878
2022-07-18,komuter_utara,7453
2022-07-19,komuter_utara,6458
2022-07-20,komuter_utara,6439
2022-07-21,komuter_utara,8180
2022-07-22,komuter_utara,9570
2022-07-23,komuter_utara,8880
2022-07-24,komuter_utara,9251
2022-07-25,komuter_utara,7501
2022-07-26,komuter_utara,6603
2022-07-27,komuter_utara,6481
2022-07-28,komuter_utara,8331
2022-07-29,komuter_utara,10623
2022-07-30,komuter_utara,10368
2022-07-31,komuter_utara,10436
2022-08-01,komuter_utara,7754
2022-08-02,komuter_utara,6901
2022-08-03,komuter_utara,6582
2022-08-04,komuter_utara,8615
2022-08-05,komuter_utara,10390
2022-08-06,komuter_utara,10027
2022-08-07,komuter_utara,10452
2022-08-08,komuter_utara,7644
2022-08-09,komuter_utara,6677
2022-08-10,komuter_utara,6985
2022-08-11,komuter_utara,8797
2022-08-12,komuter_utara,10536
2022-08-13,komuter_utara,9652
2022-08-14,komuter_utara,10448
2022-08-15,komuter_utara,7752
2022-08-16,komuter_utara,6837
2022-08-17,komuter_utara,6850
2022-08-18,komuter_utara,8663
2022-08-19,komuter_utara,10060
2022-08-20,komuter_utara,9882
2022-08-21,komuter_utara,9676
2022-08-22,komuter_utara,7486
2022-08-23,komuter_utara,6275
2022-08-24,komuter_utara,6622
2022-08-25,komuter_utara,7962
2022-08-26,komuter_utara,10226
2022-08-27,komuter_utara,10101
2022-08-28,komuter_utara,10416
2022-08-29,komuter_utara,7681
2022-08-30,komuter_utara,9065
2022-08-31,komuter_utara,9253
2022-09-01,komuter_utara,9881
2022-09-02,komuter_utara,12984
2022-09-03,komuter_utara,12371
2022-09-04,komuter_utara,13236
2022-09-05,komuter_utara,11093
2022-09-06,komuter_utara,10440
2022-09-07,komuter_utara,11231
2022-09-08,komuter_utara,11915
2022-09-09,komuter_utara,13347
2022-09-10,komuter_utara,12390
2022-09-11,komuter_utara,12059
2022-09-12,komuter_utara,8089
2022-09-13,komuter_utara,7345
2022-09-14,komuter_utara,7582
2022-09-15,komuter_utara,16660
2022-09-16,komuter_utara,12644
2022-09-17,komuter_utara,10747
2022-09-18,komuter_utara,15070
2022-09-19,komuter_utara,8344
2022-09-20,komuter_utara,7101
2022-09-21,komuter_utara,6791
2022-09-22,komuter_utara,8742
2022-09-23,komuter_utara,10813
2022-09-24,komuter_utara,10289
2022-09-25,komuter_utara,10456
2022-09-26,komuter_utara,7982
2022-09-27,komuter_utara,6999
2022-09-28,komuter_utara,7094
2022-09-29,komuter_utara,9136
2022-09-30,komuter_utara,11180
2022-10-01,komuter_utara,11022
2022-10-02,komuter_utara,11404
2022-10-03,komuter_utara,8301
2022-10-04,komuter_utara,7135
2022-10-05,komuter_utara,7453
2022-10-06,komuter_utara,11324
2022-10-07,komuter_utara,14433
2022-10-08,komuter_utara,12835
2022-10-09,komuter_utara,13077
2022-10-10,komuter_utara,14019
2022-10-11,komuter_utara,8154
2022-10-12,komuter_utara,7540
2022-10-13,komuter_utara,9996
2022-10-14,komuter_utara,10711
2022-10-15,komuter_utara,10873
2022-10-16,komuter_utara,10602
2022-10-17,komuter_utara,8122
2022-10-18,komuter_utara,6988
2022-10-19,komuter_utara,7265
2022-10-20,komuter_utara,13535
2022-10-21,komuter_utara,18373
2022-10-22,komuter_utara,13900
2022-10-23,komuter_utara,12162
2022-10-24,komuter_utara,14955
2022-10-25,komuter_utara,12411
2022-10-26,komuter_utara,9555
2022-10-27,komuter_utara,8777
2022-10-28,komuter_utara,10422
2022-10-29,komuter_utara,10998
2022-10-30,komuter_utara,10523
2022-10-31,komuter_utara,7764
2022-11-01,komuter_utara,6879
2022-11-02,komuter_utara,6965
2022-11-03,komuter_utara,10167
2022-11-04,komuter_utara,12440
2022-11-05,komuter_utara,11409
2022-11-06,komuter_utara,12272
2022-11-07,komuter_utara,8181
2022-11-08,komuter_utara,6809
2022-11-09,komuter_utara,6967
2022-11-10,komuter_utara,9128
2022-11-11,komuter_utara,11310
2022-11-12,komuter_utara,10688
2022-11-13,komuter_utara,10737
2022-11-14,komuter_utara,8599
2022-11-15,komuter_utara,9153
2022-11-16,komuter_utara,14015
2022-11-17,komuter_utara,16175
2022-11-18,komuter_utara,13496
2022-11-19,komuter_utara,9644
2022-11-20,komuter_utara,14166
2022-11-21,komuter_utara,14706
2022-11-22,komuter_utara,8145
2022-11-23,komuter_utara,7219
2022-11-24,komuter_utara,8741
2022-11-25,komuter_utara,11694
2022-11-26,komuter_utara,11681
2022-11-27,komuter_utara,10487
2022-11-28,komuter_utara,12147
2022-11-29,komuter_utara,7934
2022-11-30,komuter_utara,7133
2022-12-01,komuter_utara,9827
2022-12-02,komuter_utara,13483
2022-12-03,komuter_utara,12908
2022-12-04,komuter_utara,12385
2022-12-05,komuter_utara,9094
2022-12-06,komuter_utara,8035
2022-12-07,komuter_utara,8622
2022-12-08,komuter_utara,10488
2022-12-09,komuter_utara,12191
2022-12-10,komuter_utara,12153
2022-12-11,komuter_utara,13914
2022-12-12,komuter_utara,11254
2022-12-13,komuter_utara,9548
2022-12-14,komuter_utara,9349
2022-12-15,komuter_utara,11023
2022-12-16,komuter_utara,12379
2022-12-17,komuter_utara,11433
2022-12-18,komuter_utara,12330
2022-12-19,komuter_utara,10759
2022-12-20,komuter_utara,9935
2022-12-21,komuter_utara,10174
2022-12-22,komuter_utara,13852
2022-12-23,komuter_utara,15101
2022-12-24,komuter_utara,12813
2022-12-25,komuter_utara,12183
2022-12-26,komuter_utara,15038
2022-12-27,komuter_utara,11678
2022-12-28,komuter_utara,11099
2022-12-29,komuter_utara,12335
2022-12-30,komuter_utara,13121
2022-12-31,komuter_utara,12707
2023-01-01,komuter_utara,11735
2023-01-02,komuter_utara,12462
2023-01-03,komuter_utara,8518
2023-01-04,komuter_utara,7339
2023-01-05,komuter_utara,9093
2023-01-06,komuter_utara,10122
2023-01-07,komuter_utara,9692
2023-01-08,komuter_utara,10401
2023-01-09,komuter_utara,8167
2023-01-10,komuter_utara,7017
2023-01-11,komuter_utara,7165
2023-01-12,komuter_utara,8766
2023-01-13,komuter_utara,10225
2023-01-14,komuter_utara,9281
2023-01-15,komuter_utara,9935
2023-01-16,komuter_utara,7893
2023-01-17,komuter_utara,7156
2023-01-18,komuter_utara,8078
2023-01-19,komuter_utara,15426
2023-01-20,komuter_utara,15034
2023-01-21,komuter_utara,12761
2023-01-22,komuter_utara,11589
2023-01-23,komuter_utara,12827
2023-01-24,komuter_utara,16257
2023-01-25,komuter_utara,10853
2023-01-26,komuter_utara,9909
2023-01-27,komuter_utara,10908
2023-01-28,komuter_utara,10511
2023-01-29,komuter_utara,10573
2023-01-30,komuter_utara,9011
2023-01-31,komuter_utara,8134
2023-02-01,komuter_utara,8160
2023-02-02,komuter_utara,10681
2023-02-03,komuter_utara,12445
2023-02-04,komuter_utara,11793
2023-02-05,komuter_utara,13497
2023-02-06,komuter_utara,11436
2023-02-07,komuter_utara,8979
2023-02-08,komuter_utara,8248
2023-02-09,komuter_utara,9825
2023-02-10,komuter_utara,11152
2023-02-11,komuter_utara,10140
2023-02-12,komuter_utara,11165
2023-02-13,komuter_utara,8625
2023-02-14,komuter_utara,7953
2023-02-15,komuter_utara,8414
2023-02-16,komuter_utara,10758
2023-02-17,komuter_utara,12467
2023-02-18,komuter_utara,11071
2023-02-19,komuter_utara,12316
2023-02-20,komuter_utara,10115
2023-02-21,komuter_utara,9134
2023-02-22,komuter_utara,9510
2023-02-23,komuter_utara,11125
2023-02-24,komuter_utara,13379
2023-02-25,komuter_utara,11742
2023-02-26,komuter_utara,12936
2023-02-27,komuter_utara,10615
2023-02-28,komuter_utara,9779
2023-03-01,komuter_utara,9798
2023-03-02,komuter_utara,11889
2023-03-03,komuter_utara,13287
2023-03-04,komuter_utara,12514
2023-03-05,komuter_utara,13980
2023-03-06,komuter_utara,10923
2023-03-07,komuter_utara,9948
2023-03-08,komuter_utara,10516
2023-03-09,komuter_utara,11807
2023-03-10,komuter_utara,14261
2023-03-11,komuter_utara,13198
2023-03-12,komuter_utara,14024
2023-03-13,komuter_utara,11290
2023-03-14,komuter_utara,10072
2023-03-15,komuter_utara,10054
2023-03-16,komuter_utara,10881
2023-03-17,komuter_utara,12319
2023-03-18,komuter_utara,11457
2023-03-19,komuter_utara,12376
2023-03-20,komuter_utara,8989
2023-03-21,komuter_utara,8910
2023-03-22,komuter_utara,13293
2023-03-23,komuter_utara,7863
2023-03-24,komuter_utara,12789
2023-03-25,komuter_utara,9471
2023-03-26,komuter_utara,12531
2023-03-27,komuter_utara,8212
2023-03-28,komuter_utara,6848
2023-03-29,komuter_utara,6807
2023-03-30,komuter_utara,9875
2023-03-31,komuter_utara,13559
2023-04-01,komuter_utara,9749
2023-04-02,komuter_utara,11558
2023-04-03,komuter_utara,8164
2023-04-04,komuter_utara,7198
2023-04-05,komuter_utara,7200
2023-04-06,komuter_utara,11077
2023-04-07,komuter_utara,13924
2023-04-08,komuter_utara,10463
2023-04-09,komuter_utara,12833
2023-04-10,komuter_utara,8828
2023-04-11,komuter_utara,7144
2023-04-12,komuter_utara,7768
2023-04-13,komuter_utara,11536
2023-04-14,komuter_utara,13683
2023-04-15,komuter_utara,11025
2023-04-16,komuter_utara,10743
2023-04-17,komuter_utara,8837
2023-04-18,komuter_utara,11995
2023-04-19,komuter_utara,13160
2023-04-20,komuter_utara,12722
2023-04-21,komuter_utara,6941
2023-04-22,komuter_utara,6766
2023-04-23,komuter_utara,10043
2023-04-24,komuter_utara,12704
2023-04-25,komuter_utara,12617
2023-04-26,komuter_utara,12081
2023-04-27,komuter_utara,12455
2023-04-28,komuter_utara,12595
2023-04-29,komuter_utara,13205
2023-04-30,komuter_utara,12855
2023-05-01,komuter_utara,17585
2023-05-02,komuter_utara,10334
2023-05-03,komuter_utara,11065
2023-05-04,komuter_utara,11523
2023-05-05,komuter_utara,12074
2023-05-06,komuter_utara,11899
2023-05-07,komuter_utara,12768
2023-05-08,komuter_utara,8831
2023-05-09,komuter_utara,7470
2023-05-10,komuter_utara,7869
2023-05-11,komuter_utara,10187
2023-05-12,komuter_utara,12639
2023-05-13,komuter_utara,11563
2023-05-14,komuter_utara,12497
2023-05-15,komuter_utara,9477
2023-05-16,komuter_utara,8323
2023-05-17,komuter_utara,8744
2023-05-18,komuter_utara,9689
2023-05-19,komuter_utara,11927
2023-05-20,komuter_utara,10962
2023-05-21,komuter_utara,11893
2023-05-22,komuter_utara,8783
2023-05-23,komuter_utara,7864
2023-05-24,komuter_utara,8360
2023-05-25,komuter_utara,12216
2023-05-26,komuter_utara,15320
2023-05-27,komuter_utara,13395
2023-05-28,komuter_utara,15188
2023-05-29,komuter_utara,13096
2023-05-30,komuter_utara,11823
2023-05-31,komuter_utara,4711
2023-06-01,komuter_utara,13569
2023-06-02,komuter_utara,14933
2023-06-03,komuter_utara,14786
2023-06-04,komuter_utara,13790
2023-06-05,komuter_utara,17544
2023-06-06,komuter_utara,10528
2023-06-07,komuter_utara,8723
2023-06-08,komuter_utara,9779
2023-06-09,komuter_utara,11411
2023-06-10,komuter_utara,10849
2023-06-11,komuter_utara,12064
2023-06-12,komuter_utara,9494
2023-06-13,komuter_utara,8409
2023-06-14,komuter_utara,8294
2023-06-15,komuter_utara,11126
2023-06-16,komuter_utara,12541
2023-06-17,komuter_utara,11108
2023-06-18,komuter_utara,13160
2023-06-19,komuter_utara,9586
2023-06-20,komuter_utara,8307
2023-06-21,komuter_utara,7678
2023-06-22,komuter_utara,9673
2023-06-23,komuter_utara,11975
2023-06-24,komuter_utara,11275
2023-06-25,komuter_utara,11483
2023-06-26,komuter_utara,11593
2023-06-27,komuter_utara,15223
2023-06-28,komuter_utara,15957
2023-06-29,komuter_utara,8662
2023-06-30,komuter_utara,11793
2023-07-01,komuter_utara,12803
2023-07-02,komuter_utara,18811
2023-07-03,komuter_utara,11182
2023-07-04,komuter_utara,9113
2023-07-05,komuter_utara,8649
2023-07-06,komuter_utara,11547
2023-07-07,komuter_utara,13511
2023-07-08,komuter_utara,12618
2023-07-09,komuter_utara,13214
2023-07-10,komuter_utara,9901
2023-07-11,komuter_utara,8086
2023-07-12,komuter_utara,7881
2023-07-13,komuter_utara,10281
2023-07-14,komuter_utara,12272
2023-07-15,komuter_utara,11590
2023-07-16,komuter_utara,12376
2023-07-17,komuter_utara,9461
2023-07-18,komuter_utara,9458
2023-07-19,komuter_utara,8477
2023-07-20,komuter_utara,10313
2023-07-21,komuter_utara,11573
2023-07-22,komuter_utara,10586
2023-07-23,komuter_utara,11717
2023-07-24,komuter_utara,9183
2023-07-25,komuter_utara,8267
2023-07-26,komuter_utara,8591
2023-07-27,komuter_utara,10510
2023-07-28,komuter_utara,13566
2023-07-29,komuter_utara,12754
2023-07-30,komuter_utara,13913
2023-07-31,komuter_utara,10486
2023-08-01,komuter_utara,9718
2023-08-02,komuter_utara,9585
2023-08-03,komuter_utara,11356
2023-08-04,komuter_utara,12895
2023-08-05,komuter_utara,11973
2023-08-06,komuter_utara,12766
2023-08-07,komuter_utara,9733
2023-08-08,komuter_utara,8717
2023-08-09,komuter_utara,9240
2023-08-10,komuter_utara,14089
2023-08-11,komuter_utara,15062
2023-08-12,komuter_utara,12181
2023-08-13,komuter_utara,15873
2023-08-14,komuter_utara,10206
2023-08-15,komuter_utara,8238
2023-08-16,komuter_utara,7934
2023-08-17,komuter_utara,9414
2023-08-18,komuter_utara,11386
2023-08-19,komuter_utara,11255
2023-08-20,komuter_utara,11786
2023-08-21,komuter_utara,9039
2023-08-22,komuter_utara,7906
2023-08-23,komuter_utara,8437
2023-08-24,komuter_utara,10849
2023-08-25,komuter_utara,13606
2023-08-26,komuter_utara,13542
2023-08-27,komuter_utara,15334
2023-08-28,komuter_utara,13263
2023-08-29,komuter_utara,13317
2023-08-30,komuter_utara,17998
2023-08-31,komuter_utara,15560
2023-09-01,komuter_utara,15171
2023-09-02,komuter_utara,14945
2023-09-03,komuter_utara,15575
2023-09-04,komuter_utara,9511
2023-09-05,komuter_utara,8361
2023-09-06,komuter_utara,8403
2023-09-07,komuter_utara,10483
2023-09-08,komuter_utara,13109
2023-09-09,komuter_utara,11573
2023-09-10,komuter_utara,12539
2023-09-11,komuter_utara,9455
2023-09-12,komuter_utara,8472
2023-09-13,komuter_utara,8580
2023-09-14,komuter_utara,11415
2023-09-15,komuter_utara,15055
2023-09-16,komuter_utara,16659
2023-09-17,komuter_utara,17131
2023-09-18,komuter_utara,10612
2023-09-19,komuter_utara,8800
2023-09-20,komuter_utara,8648
2023-09-21,komuter_utara,10295
2023-09-22,komuter_utara,13551
2023-09-23,komuter_utara,11974
2023-09-24,komuter_utara,14307
2023-09-25,komuter_utara,10279
2023-09-26,komuter_utara,9636
2023-09-27,komuter_utara,16242
2023-09-28,komuter_utara,14926
2023-09-29,komuter_utara,15466
2023-09-30,komuter_utara,15873
2023-10-01,komuter_utara,17937
2023-10-02,komuter_utara,11289
2023-10-03,komuter_utara,9542
2023-10-04,komuter_utara,9203
2023-10-05,komuter_utara,12265
2023-10-06,komuter_utara,16270
2023-10-07,komuter_utara,15823
2023-10-08,komuter_utara,17619
2023-10-09,komuter_utara,11107
2023-10-10,komuter_utara,9968
2023-10-11,komuter_utara,9634
2023-10-12,komuter_utara,14523
2023-10-13,komuter_utara,19394
2023-10-14,komuter_utara,15281
2023-10-15,komuter_utara,17615
2023-10-16,komuter_utara,11338
2023-10-17,komuter_utara,9389
2023-10-18,komuter_utara,9948
2023-10-19,komuter_utara,13336
2023-10-20,komuter_utara,17160
2023-10-21,komuter_utara,14996
2023-10-22,komuter_utara,16777
2023-10-23,komuter_utara,11516
2023-10-24,komuter_utara,9712
2023-10-25,komuter_utara,10014
2023-10-26,komuter_utara,14005
2023-10-27,komuter_utara,17072
2023-10-28,komuter_utara,14800
2023-10-29,komuter_utara,17122
2023-10-30,komuter_utara,11520
2023-10-31,komuter_utara,9542
2023-11-01,komuter_utara,9630
2023-11-02,komuter_utara,13912
2023-11-03,komuter_utara,17031
2023-11-04,komuter_utara,14839
2023-11-05,komuter_utara,16672
2023-11-06,komuter_utara,11356
2023-11-07,komuter_utara,10094
2023-11-08,komuter_utara,11542
2023-11-09,komuter_utara,19419
2023-11-10,komuter_utara,24560
2023-11-11,komuter_utara,17565
2023-11-12,komuter_utara,16082
2023-11-13,komuter_utara,20440
2023-11-14,komuter_utara,16563
2023-11-15,komuter_utara,11897
2023-11-16,komuter_utara,12556
2023-11-17,komuter_utara,14889
2023-11-18,komuter_utara,14591
2023-11-19,komuter_utara,16675
2023-11-20,komuter_utara,11791
2023-11-21,komuter_utara,9964
2023-11-22,komuter_utara,9852
2023-11-23,komuter_utara,13223
2023-11-24,komuter_utara,16756
2023-11-25,komuter_utara,14846
2023-11-26,komuter_utara,16723
2023-11-27,komuter_utara,11999
2023-11-28,komuter_utara,10379
2023-11-29,komuter_utara,10457
2023-11-30,komuter_utara,14069
2023-12-01,komuter_utara,17126
2023-12-02,komuter_utara,15293
2023-12-03,komuter_utara,17563
2023-12-04,komuter_utara,12248
2023-12-05,komuter_utara,10001
2023-12-06,komuter_utara,10345
2023-12-07,komuter_utara,14003
2023-12-08,komuter_utara,17471
2023-12-09,komuter_utara,17416
2023-12-10,komuter_utara,17573
2023-12-11,komuter_utara,12960
2023-12-12,komuter_utara,10919
2023-12-13,komuter_utara,10939
2023-12-14,komuter_utara,13130
2023-12-15,komuter_utara,16098
2023-12-16,komuter_utara,14746
2023-12-17,komuter_utara,16903
2023-12-18,komuter_utara,14736
2023-12-19,komuter_utara,12356
2023-12-20,komuter_utara,14767
2023-12-21,komuter_utara,18370
2023-12-22,komuter_utara,20506
2023-12-23,komuter_utara,16767
2023-12-24,komuter_utara,15475
2023-12-25,komuter_utara,18355
2023-12-26,komuter_utara,17139
2023-12-27,komuter_utara,14948
2023-12-28,komuter_utara,16074
2023-12-29,komuter_utara,17220
2023-12-30,komuter_utara,17606
2023-12-31,komuter_utara,16531
2024-01-01,komuter_utara,18993
2024-01-02,komuter_utara,12455
2024-01-03,komuter_utara,10583
2024-01-04,komuter_utara,11614
2024-01-05,komuter_utara,13302
2024-01-06,komuter_utara,12347
2024-01-07,komuter_utara,13501
2024-01-08,komuter_utara,10774
2024-01-09,komuter_utara,11203
2024-01-10,komuter_utara,12056
2024-01-11,komuter_utara,13509
2024-01-12,komuter_utara,15445
2024-01-13,komuter_utara,13229
2024-01-14,komuter_utara,16170
2024-01-15,komuter_utara,11587
2024-01-16,komuter_utara,10421
2024-01-17,komuter_utara,9929
2024-01-18,komuter_utara,11894
2024-01-19,komuter_utara,14863
2024-01-20,komuter_utara,13168
2024-01-21,komuter_utara,13891
2024-01-22,komuter_utara,11864
2024-01-23,komuter_utara,11012
2024-01-24,komuter_utara,16911
2024-01-25,komuter_utara,13925
2024-01-26,komuter_utara,14621
2024-01-27,komuter_utara,14419
2024-01-28,komuter_utara,15932
2024-01-29,komuter_utara,12034
2024-01-30,komuter_utara,10576
